cupper_points,aroma,flavor,aftertaste,acidity,sweetness,species,country_of_origin,variety,processing_method,color,altitude,unit
7.58,7,7.67,7.5,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1200,m
7.42,7.58,7.67,7.42,7.17,10,Arabica,Colombia,NA,NA,NA,1800,m
7.33,7.5,7.5,7.42,7.42,10,Arabica,Indonesia,Bourbon,Washed / Wet,NA,1300,m
7.58,7.75,7.58,7.42,7.67,10,Arabica,Colombia,Caturra,Washed / Wet,Green,NA,m
7.5,7.42,7.58,7.42,7.5,10,Arabica,Brazil,Bourbon,Natural / Dry,Green,894,m
7.25,7.25,7.25,7.58,7.58,10,Arabica,Brazil,Yellow Bourbon,Natural / Dry,Green,1,m
7.67,7.75,7.42,7.42,7.25,10,Arabica,Costa Rica,Caturra,Washed / Wet,Blue-Green,1300,m
7.42,7.42,7.33,7.42,7.42,10,Arabica,"Tanzania, United Republic Of",Bourbon,Washed / Wet,Green,1500,m
7.5,7.42,7.5,7.5,7.33,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1600,m
7.25,7.5,7.42,7.42,7.42,10,Arabica,Colombia,NA,Washed / Wet,Green,NA,m
7.33,7.58,7.33,7.33,7.33,10,Arabica,Costa Rica,Caturra,Washed / Wet,Green,13,m
7.5,7.25,7.58,7.58,7.25,10,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Bluish-Green,NA,ft
7.42,7.42,7.58,7.5,7.33,10,Arabica,Mexico,Typica,Washed / Wet,Green,1300,m
7.5,7.5,7.42,7.42,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1800,m
7.33,7.67,7.5,7.25,7.58,10,Arabica,Mexico,Typica,Washed / Wet,Green,1250,m
7.42,7.67,8,7.17,7.08,10,Arabica,Vietnam,Other,Natural / Dry,Green,1040,m
7.33,7.58,7.42,7.25,7.75,10,Arabica,Mexico,Typica,Washed / Wet,Green,1250,m
7.42,7.33,7.5,7.33,7.58,10,Arabica,United States (Hawaii),Hawaiian Kona,Washed / Wet,Green,NA,ft
7.17,7.67,7.42,7.67,7.33,10,Arabica,Colombia,NA,NA,NA,1600,m
7.42,7.5,7.5,7.17,7.5,10,Arabica,Honduras,Caturra,Washed / Wet,Green,1600,m
7.5,7.5,7.5,7.25,7.33,10,Arabica,Honduras,Caturra,Natural / Dry,Green,1600,m
7.5,7.5,7.33,7.42,7.5,10,Arabica,Brazil,Bourbon,Natural / Dry,Green,944,m
7.42,7.67,7.33,7.33,7.42,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1650,m
7.5,7.42,7.5,7.25,7.33,10,Arabica,Laos,Other,Washed / Wet,Blue-Green,1250,m
7.5,7.42,7.42,7.33,7.58,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1350,m
7.33,7.5,7.42,7.33,7.58,10,Arabica,Malawi,Gesha,Washed / Wet,Bluish-Green,2500,m
7.75,7.33,7.5,7.17,7.42,10,Arabica,Taiwan,Typica,Washed / Wet,Green,600,m
7.33,7.58,7.5,7.42,7.42,10,Arabica,Thailand,NA,Washed / Wet,Green,800,m
7.33,7.5,7.25,7.33,7.33,10,Arabica,Costa Rica,Catuai,Washed / Wet,Green,1300,m
7.17,7.33,7.33,7.33,7.5,10,Arabica,Honduras,Caturra,Washed / Wet,Green,1400,m
7.17,7.33,7.33,7.58,7.5,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1900,m
7.42,7.42,7.58,7.33,7.42,10,Arabica,Taiwan,Typica,Washed / Wet,Bluish-Green,650,m
7.67,7.33,7.67,7.42,7.17,10,Arabica,Brazil,Mundo Novo,Natural / Dry,Blue-Green,1038.5,m
7.42,7.67,7.33,7.25,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,940,m
7.42,7.42,7.5,7.33,7.5,10,Arabica,Brazil,Mundo Novo,Natural / Dry,Green,1000,m
7.42,7.42,7.5,7.25,7.5,10,Arabica,Brazil,Catuai,Semi-washed / Semi-pulped,Blue-Green,1050,m
7.17,7.33,7.33,7.33,7.5,10,Arabica,Guatemala,Bourbon,Natural / Dry,Green,NA,m
7.33,7.58,7.5,7.17,7.5,10,Arabica,Brazil,Mundo Novo,Semi-washed / Semi-pulped,Green,950,m
7.42,7.75,7.33,7.33,7.42,9.33,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1402.08,ft
8,7.33,7,7.08,7.42,10,Arabica,Colombia,Caturra,NA,NA,1775,m
7.58,7.58,7.5,7.25,7.58,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1901,m
7.42,7.5,7.5,7.25,7.42,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1219.2,ft
7.33,7.58,7.5,7.25,7.33,10,Arabica,Honduras,Caturra,Washed / Wet,Green,1400,m
7.5,7.42,7.33,7.33,7.5,10,Arabica,Brazil,Catuai,Natural / Dry,Green,1020,m
7.33,7.67,7.58,7.33,7.5,9.33,Arabica,El Salvador,Bourbon,Washed / Wet,Green,1250,m
7.25,7.58,7.58,7.17,7.83,10,Arabica,Guatemala,Catuai,Washed / Wet,Green,1550,m
7.42,7.33,7.33,7.33,7.42,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1877,m
7.33,7.58,7.42,7.25,7.17,10,Arabica,Nicaragua,NA,Washed / Wet,Green,NA,m
7.25,7.67,7.08,7.42,7.33,10,Arabica,Zambia,SL28,Washed / Wet,NA,1250,m
7.42,7.42,7.33,7.33,7.58,10,Arabica,Honduras,NA,Washed / Wet,Green,NA,m
7.25,7.5,7.5,7.42,7.25,10,Arabica,Taiwan,Typica,Other,Green,1000,m
7.25,7.58,7.5,7.25,7.58,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1300,m
7.42,7.5,7.5,7.25,7.25,10,Arabica,Mexico,Typica,Semi-washed / Semi-pulped,None,981,m
7.58,7.5,7.42,7.25,7.5,10,Arabica,Mexico,Mundo Novo,Washed / Wet,None,690,m
7.5,7.33,7.58,7.17,7.58,10,Arabica,Mexico,Other,Washed / Wet,Green,1650,m
7.33,7.67,7.42,7.33,7.83,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1000,m
7.33,7.42,7.58,7.25,7.5,10,Arabica,Brazil,Mundo Novo,Natural / Dry,Green,1100,m
7.33,7.67,7.33,7.33,7.58,10,Arabica,Colombia,NA,NA,NA,1600,m
7.42,7.42,7.5,7.25,7.5,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,157.8864,ft
7.33,7.25,7.33,7.5,7.33,10,Arabica,Costa Rica,Catuai,Pulped natural / honey,Green,1900,m
7.33,7.42,7.5,7.42,7.5,10,Arabica,Brazil,Mundo Novo,Natural / Dry,Green,973,m
5.17,7.75,7.83,7.58,7.75,10,Arabica,Indonesia,Other,Other,Green,1250,m
7.17,7.58,7.5,7.33,7.42,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,3280,m
7.75,7.17,7.58,6.83,7.5,10,Arabica,Brazil,Yellow Bourbon,Natural / Dry,Green,1,m
8.25,7.58,7,6.92,6.92,10,Arabica,Brazil,Yellow Bourbon,Natural / Dry,Green,1,m
7.33,7.33,7.58,7.5,7.42,10,Arabica,Myanmar,Catuai,Washed / Wet,Green,4001,m
7.42,7.58,7.5,7.33,7.5,10,Arabica,Mexico,Catuai,Washed / Wet,Green,1425,m
7.33,7.5,7.5,7.33,7.5,10,Arabica,Honduras,Catuai,Washed / Wet,Green,1400,m
7.42,7.67,7.5,7.5,7.25,10,Arabica,Costa Rica,Caturra,Washed / Wet,Green,1300,m
7.33,7.67,7.33,7.17,7.25,10,Arabica,Taiwan,Typica,Washed / Wet,Green,700,m
7.42,7.42,7.42,7.42,7.33,10,Arabica,Indonesia,Typica,Other,None,1300,m
7.42,7.58,7.42,7.33,7.33,10,Arabica,Malawi,Gesha,Washed / Wet,Green,1556,m
7.33,7.33,7.58,7.25,7.17,10,Arabica,Brazil,Bourbon,Natural / Dry,Green,1100,m
7.5,7.5,7.5,7.33,7.33,10,Arabica,Honduras,Caturra,Natural / Dry,Green,1350,m
7.5,7.42,7.42,7.25,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1550,m
7.33,7.5,7.5,7,7.42,10,Arabica,Colombia,Caturra,Washed / Wet,Bluish-Green,1775,m
8,7.83,7.83,7.83,8,10,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Bluish-Green,NA,ft
7.83,7.75,7.75,7.5,7.42,9.33,Arabica,Brazil,Bourbon,Semi-washed / Semi-pulped,Bluish-Green,1250,m
7.5,7.83,7.67,7.33,7.33,9.33,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7.25,7.83,7.33,7.25,7.58,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1500,m
7.42,7.33,7.33,7.25,7.5,10,Arabica,Mexico,Typica,Semi-washed / Semi-pulped,Green,1250,m
7.33,7.33,7.67,7.25,7.5,10,Arabica,Brazil,Mundo Novo,NA,NA,925,m
7.33,7.58,7.5,7.17,7.58,10,Arabica,Colombia,NA,NA,NA,1700,m
7.33,7.25,7.58,7.83,7.67,10,Arabica,United States (Hawaii),NA,NA,NA,NA,ft
7.33,7.5,7.5,7.25,7.42,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1700,m
8,7,7.08,7.33,7.5,10,Arabica,Vietnam,Caturra,Washed / Wet,Bluish-Green,1040,m
7.42,7.42,7.42,7.42,7.42,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Bluish-Green,1600,m
7.25,7.17,7.25,7.17,7.25,10,Arabica,Brazil,NA,Natural / Dry,Bluish-Green,NA,m
7.5,7.5,7.5,7.33,7.42,10,Arabica,Mexico,Bourbon,Washed / Wet,None,774,m
7.25,7.42,7.5,7.17,7.67,10,Arabica,Mexico,Mundo Novo,Washed / Wet,Green,1250,m
7.25,7.42,7.5,7.33,7.58,10,Arabica,Mexico,Typica,Washed / Wet,Green,1100,m
7.33,7.33,7.42,7.33,7.67,10,Arabica,Mexico,Caturra,Washed / Wet,Green,1550,m
7.33,7.5,7.42,7.25,7.33,10,Arabica,Mexico,Typica,Washed / Wet,NA,1650,m
7.17,7.33,7.42,7.33,7.33,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1750,m
7.5,7.42,7.58,6.92,7.08,10,Arabica,Colombia,NA,NA,NA,1775,m
7.25,7.42,7.5,7.25,7.5,10,Arabica,Brazil,Bourbon,Natural / Dry,Green,890,m
7.58,7.42,7.42,7.08,7.42,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1700,m
7.33,7.42,7.33,7.17,7.67,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1219.2,ft
7.25,7.58,7.5,7.33,7.33,10,Arabica,Honduras,Catuai,Washed / Wet,Blue-Green,1450,m
7.58,7.17,7.33,7.33,7.42,10,Arabica,"Tanzania, United Republic Of",NA,NA,Green,1800,m
7.33,7.58,7.5,7.25,7.25,10,Arabica,Nicaragua,NA,NA,Green,NA,m
7.67,7.75,7.75,7.75,7.67,10,Arabica,Colombia,NA,NA,NA,NA,m
7.25,7.25,7.75,6.92,7.42,10,Arabica,Brazil,Yellow Bourbon,Natural / Dry,Green,1,m
7.33,7.42,7.33,7.25,7.42,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1500,m
7.5,7.33,7.33,7.5,7.25,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1700,m
7.33,7.25,7.42,7.25,7.5,10,Arabica,Brazil,Bourbon,Washed / Wet,Green,1260,m
7.58,7.17,7.42,7.33,7.42,10,Arabica,Indonesia,Sumatra,Semi-washed / Semi-pulped,Bluish-Green,NA,m
7.5,7.5,7.33,7.5,7.5,10,Arabica,Honduras,Caturra,Natural / Dry,Green,1400,m
8.08,7.5,7.17,7.17,7.17,10,Arabica,Costa Rica,Caturra,Washed / Wet,Green,1850,m
7.42,7.42,7.42,7.67,8,10,Arabica,Mexico,NA,Washed / Wet,Green,NA,m
7.25,7.5,7.5,7.5,7.25,10,Arabica,Taiwan,Typica,Semi-washed / Semi-pulped,Green,150,m
7.25,7.58,7.42,7.33,7.42,10,Arabica,Taiwan,Typica,Washed / Wet,Green,750,m
7.42,7.5,7.42,7.08,7.58,10,Arabica,Mexico,Typica,Washed / Wet,Green,1400,m
7.17,7.5,7.67,7.33,7.33,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1752.6,ft
7.58,7.25,7.67,7.58,7.67,10,Arabica,Mexico,Typica,Washed / Wet,Green,1650,m
7.08,7.67,7.25,7.17,7.75,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1400,m
7.17,7.5,7.42,7.33,7.42,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1200,m
7.42,7.58,7.42,7.25,7.58,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1400,m
7.67,7.75,7.58,7.25,7.17,10,Arabica,Mexico,Caturra,Semi-washed / Semi-pulped,Green,940,m
7.25,7.42,7.33,7.33,7.33,10,Arabica,United States (Hawaii),Hawaiian Kona,Washed / Wet,Green,NA,ft
7.33,7.5,7.42,7.08,7.42,10,Arabica,Honduras,Catimor,Washed / Wet,Blue-Green,1200,m
7.42,7.42,7.42,7.08,7.5,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,190164,m
7.25,7.42,7.42,7.25,7.67,10,Arabica,Taiwan,Typica,Washed / Wet,Blue-Green,800,m
7.25,7.58,7.42,7.5,7.17,10,Arabica,Costa Rica,Caturra,Washed / Wet,Green,13,m
7.25,7.42,7.42,7.33,7.42,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1800,m
7.33,7.42,7.42,7.17,7.58,10,Arabica,Malawi,Gesha,Washed / Wet,Green,1100,m
7,7.33,7.17,7.08,7.08,9.33,Arabica,Taiwan,Typica,Semi-washed / Semi-pulped,NA,850,m
7.33,7.42,7.42,7.33,7.33,10,Arabica,Brazil,Yellow Bourbon,Washed / Wet,Blue-Green,1260,m
7.17,7.42,7.33,7.17,7.58,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7.33,7.67,7.5,7.42,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1400,m
7.33,7.33,7.5,7.25,7.5,10,Arabica,Mexico,Marigojipe,Natural / Dry,NA,1600,m
7.67,7.67,7.58,7.42,7.58,8.67,Arabica,Mexico,Typica,Natural / Dry,NA,1650,m
7.33,7.08,7.33,7.58,7.58,10,Arabica,Thailand,NA,NA,NA,1499.9208,ft
7.33,7.33,7.33,7.17,7.5,10,Arabica,Thailand,NA,NA,NA,NA,m
7.25,7.25,7.17,7.33,7.33,10,Arabica,Costa Rica,NA,NA,NA,1600.2,ft
7.58,7.67,7.58,7.17,7.42,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1219.2,ft
7.33,7.5,7.42,7.33,7.33,10,Arabica,Nicaragua,Caturra,Other,Green,1100,m
7.33,7.5,7.5,7.33,7.42,10,Arabica,Honduras,Caturra,Washed / Wet,Green,1400,m
7.33,7.5,7.42,7.25,7.25,10,Arabica,Guatemala,Bourbon,NA,Green,NA,m
7.33,7.5,7.42,7.33,7.08,10,Arabica,Taiwan,Typica,Natural / Dry,Green,180,m
7.42,7.25,7.42,7.25,7.5,10,Arabica,Myanmar,Catuai,Washed / Wet,Green,1219.2,ft
7.33,7.83,7.33,7.08,7.08,10,Arabica,Costa Rica,Caturra,Washed / Wet,Green,1200,m
7.33,7.67,7.42,6.92,7.5,10,Arabica,Malawi,Gesha,Washed / Wet,Green,1599,m
7.17,7.5,7.42,7.17,7.58,10,Arabica,Guatemala,Other,Washed / Wet,Green,1219.2,ft
7.5,7.42,7.33,7.67,7.33,9.33,Arabica,Taiwan,Typica,Washed / Wet,Blue-Green,900,m
7.75,7.58,7.5,7.5,7.67,9.33,Arabica,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,Green,1200,m
7.33,7.42,7.33,7.25,7.42,10,Arabica,Haiti,Blue Mountain,Washed / Wet,Bluish-Green,825,m
7.42,7.5,7.42,7.25,7.25,10,Arabica,Taiwan,Typica,Other,Green,600,m
7.25,7.33,7.33,7.17,7.42,10,Arabica,Mexico,Typica,Washed / Wet,Green,1150,m
7.17,7.58,7.42,7.25,7.42,10,Arabica,Mexico,Typica,Washed / Wet,Green,1600,m
7.08,7.42,7.25,7.17,7.42,10,Arabica,Mexico,Catuai,Washed / Wet,Green,1100,m
7.25,7.33,7.5,7.33,7.33,10,Arabica,Mexico,Typica,Semi-washed / Semi-pulped,Green,1000,m
7.5,7.42,7.42,7.33,7.17,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1250,m
7.42,7.5,7.5,7.25,7.5,10,Arabica,Mexico,Typica,Natural / Dry,Green,1100,m
7.17,7.75,7.17,7.17,7.33,10,Arabica,Indonesia,Other,Washed / Wet,Green,1400,m
7.17,7.5,7.42,7.17,7.42,10,Arabica,Brazil,Bourbon,Semi-washed / Semi-pulped,Blue-Green,125,m
7.42,7.33,7.5,7.33,7.42,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,NA,m
7.33,7.42,7.42,7.17,7.42,10,Arabica,Colombia,NA,NA,NA,1450,m
7.33,7.33,7.33,7.33,7.5,10,Arabica,United States (Hawaii),NA,NA,NA,NA,ft
7.25,7.58,7.33,7.08,7.33,10,Arabica,Mexico,Mundo Novo,Washed / Wet,Green,1100,m
7.42,7.42,7.33,7.08,7.58,10,Arabica,Guatemala,Catuai,Washed / Wet,Green,1371.6,ft
7.5,7.33,7.5,7.5,7.33,10,Arabica,Brazil,Catuai,Natural / Dry,Green,1100,m
7.25,7.5,7.33,7.17,7.25,10,Arabica,Honduras,Catuai,Washed / Wet,Green,1400,m
7.08,7.83,7.75,7.42,7.17,10,Arabica,Taiwan,Typica,Washed / Wet,Green,110,m
7.42,7.58,7.17,7.33,7.42,10,Arabica,Malawi,Gesha,Washed / Wet,Bluish-Green,1422,m
7.42,7.25,7.5,7.42,7.17,10,Arabica,Brazil,Bourbon,Natural / Dry,Green,1100,m
7.08,7.42,7.5,7.17,7.42,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1550,m
7.33,7.67,7.33,7.25,7.17,10,Arabica,Mexico,Typica,Washed / Wet,Green,1550,m
7.25,7.42,7.42,7.17,7.33,10,Arabica,Peru,NA,Washed / Wet,Bluish-Green,NA,m
7.08,7.42,7.33,7.25,7.42,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7.58,7.42,7.33,7.25,7.17,10,Arabica,Mexico,Caturra,Washed / Wet,None,763,m
7.25,7.42,7.42,7.25,7.25,10,Arabica,Mexico,Typica,Washed / Wet,NA,1100,m
7.17,7.5,7.42,7.25,7.17,10,Arabica,Colombia,Caturra,Natural / Dry,Green,1750,m
7.33,7.75,7.33,7.42,7,10,Arabica,Colombia,NA,NA,NA,1880,m
6.92,7.83,7,7,7.58,10,Arabica,United States (Hawaii),Peaberry,NA,NA,NA,ft
7.25,7.5,7.33,7.33,7.17,10,Arabica,Colombia,Caturra,Washed / Wet,NA,NA,m
7.33,7.5,7.5,7,7.17,10,Arabica,Honduras,Caturra,Washed / Wet,Bluish-Green,1500,m
7.17,7.67,7.42,7,7.42,10,Arabica,Mexico,NA,NA,Green,1130,m
7.33,7.25,7.33,7.33,7.33,10,Arabica,Brazil,Catuai,Natural / Dry,Green,1100,m
7.42,7.58,7.42,7.17,7.42,10,Arabica,Honduras,Catuai,Washed / Wet,Green,1350,m
7.42,7.17,7.33,7.42,7.25,10,Arabica,Brazil,Yellow Bourbon,Other,Green,1200,m
7.33,7.08,7.33,7.42,7.33,10,Arabica,Philippines,Other,Washed / Wet,Green,1400,m
7.25,7.75,7.33,7.08,7.33,10,Arabica,Malawi,Gesha,Washed / Wet,Green,1200,m
7.33,7.33,7.33,7.17,7.33,10,Arabica,Honduras,Catuai,Washed / Wet,Green,1450,m
7.25,7.58,7.42,7.25,7.33,10,Arabica,Mexico,Typica,Washed / Wet,Green,1800,m
7.25,7.33,7.25,7.17,7.42,10,Arabica,Mexico,Typica,Washed / Wet,None,1000,m
7.58,7.5,7.58,7.5,7.5,9.33,Arabica,Brazil,Catuai,Natural / Dry,Green,1100,m
5.25,7.83,7.75,7.67,7.83,10,Arabica,Taiwan,Typica,Natural / Dry,Green,680,m
7.33,7.17,7.42,7.17,7.08,10,Arabica,Brazil,Yellow Bourbon,Natural / Dry,Green,1,m
7.5,7.08,7.5,7.33,7.17,10,Arabica,Nicaragua,Catuai,Washed / Wet,Green,1100,m
7.42,7.42,7.17,7.17,7.5,10,Arabica,Honduras,Catuai,Washed / Wet,Green,1400,m
7.33,7.33,7.42,7.17,7.25,10,Arabica,Guatemala,Pacamara,Washed / Wet,Bluish-Green,1700,m
7.42,7.33,7.17,7.17,7.5,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1700,m
7.25,7.5,7.5,7.25,7.25,10,Arabica,Taiwan,Typica,Semi-washed / Semi-pulped,Green,650,m
7.08,7.5,7.33,7.5,7.58,10,Arabica,Guatemala,Caturra,Washed / Wet,Green,1524,ft
7.5,7.42,7.42,7.33,7.33,10,Arabica,Mexico,Typica,Washed / Wet,Green,1500,m
7.25,7.33,7.5,7.17,7.17,10,Arabica,Nicaragua,NA,Washed / Wet,Green,1200,m
7.17,7.67,7.17,7.17,7.33,10,Arabica,"Tanzania, United Republic Of",Bourbon,Washed / Wet,Green,1050,m
7.17,7.75,7.58,7.08,7.25,10,Arabica,Mexico,Caturra,Washed / Wet,Green,1200,m
7.42,7.5,7.5,7.33,7.17,10,Arabica,Costa Rica,Caturra,Washed / Wet,Bluish-Green,1300,m
7.33,7.42,7.33,7,7.42,10,Arabica,Honduras,Catuai,Natural / Dry,Green,1450,m
7.42,6.83,7.42,7.42,7.17,10,Arabica,Thailand,Caturra,Washed / Wet,Blue-Green,1450,m
7.25,7.25,7.25,7.25,7.08,10,Arabica,Philippines,Typica,Natural / Dry,None,1200,m
7.33,7.58,7.17,7.17,7.33,10,Arabica,"Tanzania, United Republic Of",Bourbon,Washed / Wet,Bluish-Green,1550,m
7.25,7.58,7.25,7.33,7.08,10,Arabica,Malawi,Caturra,Washed / Wet,Green,995,m
7.25,7.33,7.08,7.33,7.25,10,Arabica,Costa Rica,Catuai,Washed / Wet,Green,1300,m
7.17,7.42,7.42,7.17,7.42,10,Arabica,Brazil,Catuai,Natural / Dry,Green,NA,m
7.08,7.42,7.25,7.08,7.75,10,Arabica,Mexico,Typica,Natural / Dry,Green,1800,m
7.25,7.42,7.25,7.33,7.25,10,Arabica,Guatemala,Caturra,Washed / Wet,Green,1450,m
7.08,7.42,7.33,7.25,7.42,10,Arabica,Brazil,Mundo Novo,Natural / Dry,Green,1000,m
7.75,7.25,7.75,7.67,7.67,10,Arabica,United States (Hawaii),NA,NA,NA,NA,ft
7.25,7.42,7.33,7.17,7.33,10,Arabica,Ethiopia,NA,Natural / Dry,NA,NA,m
7.33,7.58,7.42,7.5,7.25,9.33,Arabica,Brazil,Mundo Novo,Natural / Dry,Green,695,m
7,7.33,7.33,7.33,7.42,10,Arabica,Nicaragua,Other,Washed / Wet,NA,1100,m
7.17,7.42,7.17,7.33,7.42,10,Arabica,United States,Pache Comun,Natural / Dry,NA,1706.88,ft
7.17,7.42,7.33,7.33,7.25,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1456,m
7.17,7.42,7.25,7.17,7.25,10,Arabica,Costa Rica,Caturra,Washed / Wet,Green,1500,m
8.5,7.67,7.75,7.67,7.58,10,Arabica,United States (Puerto Rico),Other,Washed / Wet,Green,853.44,ft
7.25,7.25,7.42,7.33,7.33,10,Arabica,Mexico,Typica,Washed / Wet,None,1650,m
7.08,7.33,7.25,7.33,7.42,10,Arabica,Mexico,Typica,Washed / Wet,Green,1300,m
7.25,7.33,7.33,7.25,7.42,10,Arabica,Mexico,Typica,Washed / Wet,Green,1642,m
7.25,7.42,7.33,7.25,7.42,10,Arabica,Mexico,Typica,Washed / Wet,Green,1200,m
7.33,7.42,7.42,7.25,7.58,10,Arabica,United States (Hawaii),Hawaiian Kona,Washed / Wet,Blue-Green,NA,ft
7.33,7.25,7.25,7.17,7.5,10,Arabica,Brazil,Bourbon,Pulped natural / honey,Green,NA,m
7.25,7.42,7.08,7.08,7.33,10,Arabica,El Salvador,Bourbon,Washed / Wet,Green,1450,m
7.17,7.33,7.17,7.17,7.67,10,Arabica,Brazil,Yellow Bourbon,Pulped natural / honey,Bluish-Green,NA,m
7.25,7.42,7.25,7.17,7.5,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,3280,m
7.75,7.67,7.5,7.42,5.25,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1600,m
7.25,7.5,7.25,7,7.25,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1219.2,ft
7.33,7.25,7.17,7.17,7.25,10,Arabica,Taiwan,Typica,Washed / Wet,Bluish-Green,758,m
7.33,7.42,7.25,7.25,7.33,10,Arabica,Honduras,Caturra,Natural / Dry,Green,1350,m
7.75,7.67,7.75,7.83,7.75,10,Arabica,Brazil,Mundo Novo,Natural / Dry,Green,NA,m
7.33,7.33,7.33,7.08,7.42,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1525,m
7.42,7.33,6.92,7.17,7.33,10,Arabica,Uganda,SL14,Natural / Dry,Green,1700,m
7.25,7.5,6.92,7.33,7.33,10,Arabica,Taiwan,Typica,Semi-washed / Semi-pulped,Green,1100,m
7.17,7.33,7.42,7.25,7.42,10,Arabica,Thailand,NA,Washed / Wet,Green,800,m
7.25,7.08,7.33,7.33,7.33,10,Arabica,Mexico,Other,Washed / Wet,Green,950,m
7.5,7.58,7.67,7.5,7.67,10,Arabica,Mexico,Typica,Washed / Wet,Green,1100,m
7.25,7.33,7.17,7.25,7.33,10,Arabica,Taiwan,Other,Washed / Wet,Blue-Green,200,m
7.5,7.67,7.67,7.33,7.58,9.33,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1901,m
5.42,7.17,7.58,7.5,7.5,10,Arabica,Kenya,SL28,Washed / Wet,Green,1600,m
7.33,7.5,7.33,7.17,7.42,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1100,m
7.42,7.17,7.42,7,7.58,10,Arabica,Myanmar,Other,Other,NA,1066.8,ft
7.25,7.42,7.08,7.17,7.17,10,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Bluish-Green,NA,ft
7.25,7.33,7.17,7.17,7.25,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1700,m
7.25,7.25,7.33,7.25,7.25,10,Arabica,Brazil,Yellow Bourbon,Natural / Dry,Green,1200,m
6.75,7.92,7.67,7.33,7.08,10,Arabica,Taiwan,Typica,Washed / Wet,Green,550,m
7.33,7.17,7.42,7.17,7.25,10,Arabica,Brazil,Bourbon,Natural / Dry,None,1100,m
7.33,7.33,7.08,7.25,7,10,Arabica,Nicaragua,Caturra,Washed / Wet,Green,1050,m
7.08,7.58,7.42,6.92,7.5,10,Arabica,Guatemala,Pacas,Washed / Wet,Green,1524,ft
7.25,7.42,7.25,7.25,7.25,10,Arabica,Taiwan,Typica,Washed / Wet,NA,900,m
7.17,7.25,7.17,7.08,7.08,10,Arabica,Taiwan,Typica,Other,Green,688,m
7.25,7.42,7.25,7.25,7.25,10,Arabica,Taiwan,Typica,Washed / Wet,Green,300,m
7,7.58,7.33,7.08,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1186,m
6.83,7.67,7.58,7.33,7.33,10,Arabica,Thailand,Peaberry,NA,NA,NA,m
